e, e_dot, e_int, stamp, 
5.099257037074899, 0.0007552374553002986, 0.6934784147535291, builtin_interfaces.msg.Time(sec=57, nanosec=838000000), 
5.10130859655808, 0.007593756556572018, 1.0403725350192377, builtin_interfaces.msg.Time(sec=57, nanosec=940000000), 
5.105473215929997, 0.020720596183660216, 1.0408106417702823, builtin_interfaces.msg.Time(sec=58, nanosec=42000000), 
5.111748730878098, 0.03480044773339408, 1.0416600769488997, builtin_interfaces.msg.Time(sec=58, nanosec=144000000), 
5.118357167264793, 0.04294650444931788, 1.0428193797569563, builtin_interfaces.msg.Time(sec=58, nanosec=246000000), 
5.122247270687177, 0.03499513269693111, 1.0439600154804445, builtin_interfaces.msg.Time(sec=58, nanosec=348000000), 
5.119529454430159, 0.00390762388455516, 1.0444891046819846, builtin_interfaces.msg.Time(sec=58, nanosec=450000000), 
5.108188273153719, -0.04686332511152654, 1.0437976198824317, builtin_interfaces.msg.Time(sec=58, nanosec=552000000), 
5.088613834588063, -0.1030520661403204, 1.041510546227692, builtin_interfaces.msg.Time(sec=58, nanosec=654000000), 
5.061451278741346, -0.15578998137457667, 1.0375612302808526, builtin_interfaces.msg.Time(sec=58, nanosec=756000000), 
5.02796061237227, -0.20217740738597575, 1.0321057493477142, builtin_interfaces.msg.Time(sec=58, nanosec=858000000), 
4.988814270269484, -0.24212336157287537, 1.0253193789740507, builtin_interfaces.msg.Time(sec=58, nanosec=960000000), 
4.959966385619157, -0.2266474225103791, 0.8486820052014517, builtin_interfaces.msg.Time(sec=59, nanosec=28000000), 
4.916124668513222, -0.24229867252087386, 0.8423446350494388, builtin_interfaces.msg.Time(sec=59, nanosec=130000000), 
4.872566595459228, -0.29133263386643016, 1.002908720172229, builtin_interfaces.msg.Time(sec=59, nanosec=232000000), 
4.82771451579475, -0.294700509061571, 0.9939155930241694, builtin_interfaces.msg.Time(sec=59, nanosec=334000000), 
4.782700094950729, -0.29955500169499477, 0.98484272202192, builtin_interfaces.msg.Time(sec=59, nanosec=436000000), 
4.736799488617265, -0.3030500905916167, 0.9756105587566665, builtin_interfaces.msg.Time(sec=59, nanosec=538000000), 
4.6897417991669395, -0.30986098594596595, 0.9662284140259754, builtin_interfaces.msg.Time(sec=59, nanosec=640000000), 
4.642662151889935, -0.3137911224244346, 0.9567058338978414, builtin_interfaces.msg.Time(sec=59, nanosec=742000000), 
4.595735283845085, -0.3133550510728493, 0.9471134679733331, builtin_interfaces.msg.Time(sec=59, nanosec=844000000), 
4.548762686570472, -0.3129982177315445, 0.9375268883167733, builtin_interfaces.msg.Time(sec=59, nanosec=946000000), 
4.501776254482928, -0.31319676454052353, 0.9279466472930967, builtin_interfaces.msg.Time(sec=60, nanosec=48000000), 
4.454823061754174, -0.31313208272099047, 0.9183646161909149, builtin_interfaces.msg.Time(sec=60, nanosec=150000000), 
4.407919135232053, -0.3128570641695827, 0.9087872546999025, builtin_interfaces.msg.Time(sec=60, nanosec=252000000), 
4.3610388096147386, -0.31261417379811957, 0.8992171084488656, builtin_interfaces.msg.Time(sec=60, nanosec=354000000), 
4.314167200804073, -0.3125064480932653, 0.8896525099042587, builtin_interfaces.msg.Time(sec=60, nanosec=456000000), 
4.267292596436485, -0.31248737726084386, 0.88008990526616, builtin_interfaces.msg.Time(sec=60, nanosec=558000000), 
4.236030015727508, -0.26045728358855175, 0.7263244227348571, builtin_interfaces.msg.Time(sec=60, nanosec=626000000), 
4.189127326594881, -0.26055089947201476, 0.7192388298630028, builtin_interfaces.msg.Time(sec=60, nanosec=728000000), 
4.142220814985315, -0.3126973358073097, 0.8545817146969238, builtin_interfaces.msg.Time(sec=60, nanosec=830000000), 
4.095322961464525, -0.31268121710118574, 0.845013635007041, builtin_interfaces.msg.Time(sec=60, nanosec=932000000), 
4.048430652368478, -0.3126338753894557, 0.8354462611596455, builtin_interfaces.msg.Time(sec=61, nanosec=34000000), 
4.001541889027265, -0.3126035747908684, 0.8258800941944981, builtin_interfaces.msg.Time(sec=61, nanosec=136000000), 
3.9546461045913244, -0.3126151592571791, 0.8163140679271205, builtin_interfaces.msg.Time(sec=61, nanosec=238000000), 
3.907738530406817, -0.31267786206815956, 0.8067470036337274, builtin_interfaces.msg.Time(sec=61, nanosec=340000000), 
3.860817276589048, -0.31276276000758774, 0.7971777299879288, builtin_interfaces.msg.Time(sec=61, nanosec=442000000), 
3.8138851627478876, -0.31284455886309753, 0.787605985942575, builtin_interfaces.msg.Time(sec=61, nanosec=544000000), 
3.766946654528527, -0.3129020735350707, 0.7780321383828513, builtin_interfaces.msg.Time(sec=61, nanosec=646000000), 
3.720007087761425, -0.31292691662154165, 0.768457045542573, builtin_interfaces.msg.Time(sec=61, nanosec=748000000), 
3.6730706202323757, -0.31292011432050365, 0.7588816566515182, builtin_interfaces.msg.Time(sec=61, nanosec=850000000), 
3.626131635953276, -0.3129181726938309, 0.749306235388401, builtin_interfaces.msg.Time(sec=61, nanosec=952000000), 
3.5791877063345474, -0.31294304632609443, 0.7397305174513734, builtin_interfaces.msg.Time(sec=62, nanosec=54000000), 
3.5322384250417365, -0.3129773697051312, 0.7301539281784099, builtin_interfaces.msg.Time(sec=62, nanosec=156000000), 
3.485284663897279, -0.31301014145756145, 0.7205763340786021, builtin_interfaces.msg.Time(sec=62, nanosec=258000000), 
3.4539851412662337, -0.2608442792516759, 0.5933854663782974, builtin_interfaces.msg.Time(sec=62, nanosec=326000000), 
3.407046255599352, -0.26079469432642277, 0.586291243443229, builtin_interfaces.msg.Time(sec=62, nanosec=428000000), 
3.360120030901727, -0.3128837012150217, 0.6950382970881772, builtin_interfaces.msg.Time(sec=62, nanosec=530000000), 
3.3132051440510986, -0.31280370516084527, 0.685465257277548, builtin_interfaces.msg.Time(sec=62, nanosec=632000000), 
3.2663010546072133, -0.31272992098171287, 0.6758945836100826, builtin_interfaces.msg.Time(sec=62, nanosec=734000000), 
3.219407222277473, -0.3126597392454193, 0.6663261126236333, builtin_interfaces.msg.Time(sec=62, nanosec=836000000), 
3.1725150167124436, -0.31262012631589897, 0.6567591839646048, builtin_interfaces.msg.Time(sec=62, nanosec=938000000), 
3.1256185690047986, -0.3126288442422472, 0.6471927749436406, builtin_interfaces.msg.Time(sec=63, nanosec=40000000), 
3.078717967766431, -0.3126568298200416, 0.6376259056368897, builtin_interfaces.msg.Time(sec=63, nanosec=142000000), 
3.0318135045196795, -0.3126835482837305, 0.6280582028077817, builtin_interfaces.msg.Time(sec=63, nanosec=244000000), 
2.984905044100816, -0.3127097455520511, 0.6184896831143109, builtin_interfaces.msg.Time(sec=63, nanosec=346000000), 
2.9379922758088126, -0.3127374290362228, 0.6089203360611929, builtin_interfaces.msg.Time(sec=63, nanosec=448000000), 
2.8910748588591053, -0.312767284139035, 0.5993501081562738, builtin_interfaces.msg.Time(sec=63, nanosec=550000000), 
2.8441527183617827, -0.3127985248234329, 0.5897789500060195, builtin_interfaces.msg.Time(sec=63, nanosec=652000000), 
2.7972259812076476, -0.31282959217152556, 0.5802068419731403, builtin_interfaces.msg.Time(sec=63, nanosec=754000000), 
2.750294843531568, -0.3128595827673826, 0.5706338009308678, builtin_interfaces.msg.Time(sec=63, nanosec=856000000), 
2.703359600422041, -0.31288793595202274, 0.5610598689109654, builtin_interfaces.msg.Time(sec=63, nanosec=958000000), 
2.6720672687609124, -0.26075858256885187, 0.46045756372048946, builtin_interfaces.msg.Time(sec=64, nanosec=26000000), 
2.625125453018668, -0.26078049134457587, 0.45336463159142515, builtin_interfaces.msg.Time(sec=64, nanosec=128000000), 
2.578179599587332, -0.31295889724526865, 0.53552531785295, builtin_interfaces.msg.Time(sec=64, nanosec=230000000), 
