odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
0.0009150831610895693, -0.001046670600771904, 0.010359702408832333, 0.0, 5.8304337358094926e-08, 0.06748146076277724, 0.07411192043608901, 3.1283862323757705, 1762983485281495665, 
0.0009150831610895693, -0.001046670600771904, 0.010359714518133478, 0.0, 5.8687923853995017e-08, 0.06744584230691156, 0.0728887058684635, 3.1292738032045695, 1762983485489468953, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06476281551738326, 0.0700402780701153, 3.128257439376765, 1762983485681589814, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06451495295878323, 0.07840267523705775, 3.12931760897796, 1762983485889504178, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.0647371237193201, 0.0754925518685483, 3.127663865764539, 1762983486081587341, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06663513520822577, 0.07365329355330179, 3.1265792202129945, 1762983486289826298, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06448820656163085, 0.0733258507542807, 3.1274760422805836, 1762983486338081744, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06632793450267953, 0.07313251366112983, 3.1266585209917963, 1762983486593912829, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06879751383326624, 0.07146740543755827, 3.1308128920016913, 1762983486690169983, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06516531537696925, 0.07487622496804199, 3.1269116440452054, 1762983486786723344, 
0.0009150831610895693, -0.001046670600771904, 0.010359718244372894, 0.0, 0.0, 0.06396669558902744, 0.07020097381906705, 3.1319966372810684, 1762983486881609864, 
0.008702749386429787, -0.0012261883821338415, 0.10550976138573115, 0.05899706367845089, 0.8040255308151245, 0.060739243675909126, 0.07451319381732237, -3.0897085337035217, 1762983487089505440, 
0.014335967600345612, -0.0005760011845268309, 0.17685454965060718, 0.061796933346526556, 0.7353348135948181, 0.0641171744664928, 0.07653702528364291, -3.01702086340074, 1762983487185489893, 
0.01937050372362137, -4.304354661144316e-06, 0.24541854539748678, 0.050310097502104086, 0.718593180179596, 0.06208358009254848, 0.08724357483095271, -2.9226701365278025, 1762983487281588620, 
0.02558683417737484, 0.001567556639201939, 0.31211514364048704, 0.05732625230032531, 0.5373432040214539, 0.05476115744043144, 0.08882397088832156, -2.855588253956524, 1762983487394148078, 
0.03696534037590027, 0.005299925338476896, 0.4177288674849085, 0.0608540062874341, 0.5660375952720642, 0.04756767187067363, 0.09033994656251353, -2.781123842871564, 1762983487585479462, 
0.042553119361400604, 0.007529331371188164, 0.4683383994317296, 0.06147596579292497, 0.5219424366950989, 0.040912989996764376, 0.07990135854042561, -2.709408632037227, 1762983487681577869, 
0.048632822930812836, 0.01052979938685894, 0.5284651821728383, 0.05954542440522041, 0.5355380773544312, 0.037159068988906314, 0.07473567271561364, -2.6390690508666816, 1762983487793767024, 
0.05875704437494278, 0.016786646097898483, 0.631716923446309, 0.059295268222793525, 0.5308663249015808, 0.02843173175538425, 0.06976428467180781, -2.5640300221417887, 1762983487985486423, 
0.06361956149339676, 0.02022038772702217, 0.6830169028042679, 0.06304578084214531, 0.5323305726051331, 0.028249316776108428, 0.06971464361385094, -2.507364430432606, 1762983488081469164, 
0.06929691135883331, 0.02456405945122242, 0.7447924416661197, 0.0636151557209404, 0.5451231002807617, 0.017222954405744097, 0.0617412266186854, -2.431613522689044, 1762983488193507194, 
0.07813538610935211, 0.032818976789712906, 0.849666622199359, 0.062290524847822985, 0.5472280383110046, 0.01504531102270696, 0.054355752409477924, -2.3568166162366566, 1762983488385491185, 
0.08211009204387665, 0.03737460449337959, 0.9024089443517963, 0.06384541913368162, 0.5560464859008789, 0.00557724535127801, 0.04648491800218006, -2.287613555508001, 1762983488481568108, 
0.0894683450460434, 0.047561053186655045, 1.015139785227285, 0.06230236174379453, 0.5444749593734741, -0.0015061720159145725, 0.03820280111677884, -2.2118569996486666, 1762983488690555800, 
0.09250617772340775, 0.052485741674900055, 1.066063989130575, 0.059310708034903646, 0.5275786519050598, 0.004096068926100296, 0.037487740460244966, -2.149266388548738, 1762983488785453265, 
0.0951351597905159, 0.057689692825078964, 1.1186181142810305, 0.06388094379090929, 0.5453284382820129, -0.00011881845014298226, 0.03493645435189114, -2.080158770750318, 1762983488881553350, 
0.09782128036022186, 0.06302699446678162, 1.1714317024889103, 0.06416586205095265, 0.5543150901794434, -0.007823822013604879, 0.016418430673957256, -2.001496088500893, 1762983488977556829, 
0.10064330697059631, 0.06941103935241699, 1.2332452441588455, 0.06171618634732346, 0.5586077570915222, -0.010985717090778396, 0.00856205537806932, -1.933060562184626, 1762983489089501507, 
0.10280590504407883, 0.07493088394403458, 1.2850465316463264, 0.06250769876935182, 0.546472430229187, -0.010107155421339185, 0.008763105300817297, -1.8625034350790262, 1762983489185477298, 
0.10428573191165924, 0.08032789081335068, 1.3361378183517183, 0.05912852522617044, 0.5458643436431885, -0.010820108995533125, -0.004799151398101204, -1.797086372038225, 1762983489281495583, 
0.10682741552591324, 0.09251533448696136, 1.4487442920465814, 0.0569514198405378, 0.5289148092269897, -0.017064068377418844, -0.014637023481349936, -1.7201281169371896, 1762983489489458581, 
0.10766521841287613, 0.09838023036718369, 1.500060085977524, 0.061498944571393654, 0.5514404773712158, -0.015106556864512993, -0.021263218230998554, -1.6518671127270317, 1762983489585513152, 
0.10818742215633392, 0.10449273139238358, 1.5529905442953758, 0.059912261639213836, 0.5602226257324219, -0.015858423541722403, -0.030079961200103988, -1.5805629796091933, 1762983489682563622, 
0.1078544408082962, 0.11660570651292801, 1.6626726066395272, 0.05686182487085315, 0.536399781703949, -0.019657261677846625, -0.04112545645517737, -1.5019375175355234, 1762983489889512060, 
0.10714201629161835, 0.12203758209943771, 1.7147438324157576, 0.0592104387239914, 0.5395095348358154, -0.011855031520664708, -0.0445831788958227, -1.4449276564334792, 1762983489985479259, 
0.10637284070253372, 0.12831079959869385, 1.7658405657362497, 0.06448804786888755, 0.5116378664970398, -0.012160235182366681, -0.05421832171795443, -1.36678606440528, 1762983490082509325, 
0.10390013456344604, 0.14137589931488037, 1.875743535044653, 0.06651376017485028, 0.5412989854812622, -0.011142093358614946, -0.06790459570123432, -1.2952739090713514, 1762983490289507382, 
0.10233887284994125, 0.14719195663928986, 1.9250243972189236, 0.05862712701783388, 0.4977635443210602, -0.011784921439436588, -0.07375298348224962, -1.2316423427974486, 1762983490385502268, 
0.09775948524475098, 0.1579509973526001, 2.02846131708424, 0.05536839508327822, 0.4976828396320343, -0.012111235760235775, -0.07906668312479218, -1.1626780610051535, 1762983490594781751, 
0.09393247961997986, 0.1653560996055603, 2.082664571455151, 0.09846569234059617, 0.5466887354850769, 0.0027431902467770592, -0.08088878747573885, -1.0932961180923542, 1762983490689507013, 
0.08967259526252747, 0.17300432920455933, 2.1314711213248527, 0.09116846144623958, 0.5183635950088501, 0.011867492118116569, -0.09195490133380531, -1.0328314262288807, 1762983490785519826, 
0.08480940759181976, 0.17991061508655548, 2.181923852361785, 0.08857147307745376, 0.542898416519165, 0.013599529939284984, -0.09831085179682071, -0.9773521867297333, 1762983490882230960, 
0.07710326462984085, 0.19095361232757568, 2.2469358618830593, 0.05230278057080454, 0.1613921821117401, 0.01012288357275292, -0.11639495303118727, -0.9399910695267657, 1762983491089867965, 
0.07386425137519836, 0.19506753981113434, 2.2648984552951137, 0.057862183647981236, 0.1825639307498932, 0.01344774710063449, -0.12663766116375885, -0.911486222966832, 1762983491185648183, 
0.06997344642877579, 0.19936423003673553, 2.283082307433118, 0.060843987452511544, 0.17952272295951843, 0.012920217301821857, -0.14078848811418468, -0.8888297223923876, 1762983491281505978, 
0.06263676285743713, 0.20696406066417694, 2.296148936510937, 0.05305403045969136, 0.014681718312203884, 0.020395550976088226, -0.14696620360461737, -0.8896854964391401, 1762983491489598584, 
0.059224165976047516, 0.21051201224327087, 2.298139343195903, 0.05102747563340354, 0.030010806396603584, 0.025858076412335902, -0.14614362933874517, -0.8827193172522798, 1762983491586664357, 
0.051260583102703094, 0.21862740814685822, 2.3056175955767206, 0.0574437821180791, 0.013041209429502487, 0.031949712547955776, -0.1597366141221154, -0.879900253246493, 1762983491793611938, 
0.048158302903175354, 0.22233618795871735, 2.3048976567904047, 0.04801634764078216, -0.01502037514001131, 0.033982194381812644, -0.16068007954561217, -0.8802694137669101, 1762983491889493657, 
0.04464973136782646, 0.22605113685131073, 2.3048976567904047, 0.04963968429279197, 0.0, 0.03607140521707601, -0.16578359607031368, -0.87491275285915, 1762983491985505982, 
0.04203424230217934, 0.22914239764213562, 2.301037532706685, 0.03937604160027511, -0.06108244135975838, 0.03510029137905548, -0.16975276274100434, -0.8771625022746178, 1762983492081539792, 
0.03576519340276718, 0.2364245057106018, 2.2937972624461156, 0.04306325293866717, -0.0329529233276844, 0.040914670236839555, -0.1789321546976882, -0.8850977656918592, 1762983492289523842, 
0.032927967607975006, 0.2397904396057129, 2.292193418757594, 0.04907375226677999, -0.013595019467175007, 0.05156538230117913, -0.18234661146645256, -0.8850302846989706, 1762983492385517884, 
0.02973821572959423, 0.2433796375989914, 2.2910308712316136, 0.04782868444028501, -0.011030182242393494, 0.05547360515275825, -0.1799391503071698, -0.8944914374937057, 1762983492481542664, 
0.026515861973166466, 0.24719661474227905, 2.2871291706142065, 0.04355571892527668, -0.038276687264442444, 0.06336665640474129, -0.1870182469481539, -0.8977034528735179, 1762983492593703452, 
0.02060914970934391, 0.2539311349391937, 2.282349141116805, 0.0396552256056648, -0.06686650216579437, 0.06285039408647144, -0.1919128771933332, -0.900986560347772, 1762983492785526676, 
0.017807388678193092, 0.2574404776096344, 2.2809441666077275, 0.0474458276201191, -0.016452345997095108, 0.0674016337115134, -0.194517681427491, -0.9030956128450858, 1762983492881635008, 
0.011809386312961578, 0.2647160589694977, 2.279063725436048, 0.04483231318679569, 0.0, 0.06960147235663566, -0.19750478077405076, -0.9059981530449421, 1762983493090542646, 
0.008721076883375645, 0.26804912090301514, 2.2769371212543774, 0.04830509564892653, -0.012711221352219582, 0.0726337697509433, -0.2068887851867281, -0.9041983389752443, 1762983493185516367, 
0.006134985014796257, 0.2713601291179657, 2.2760302085102753, 0.03979104840750374, 0.0, 0.07516562523146499, -0.21492671951670683, -0.9081175480782303, 1762983493281603825, 
-5.993153899908066e-05, 0.27842187881469727, 2.2725274103725543, 0.044278256734740284, 0.0, 0.08126240113553676, -0.21989837903174905, -0.9081898135897429, 1762983493490523594, 
