e, e_dot, e_int, stamp, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9281159321174333, 0.0, 0.38562318642348664, 65756000000, 
1.9245599954752097, -0.011853122140745112, 0.38538612398067174, 71944000000, 
1.9244153439255685, -0.012335293972882688, 0.3851394181012141, 72148000000, 
1.9389723875820806, 0.0480413070229028, 0.38586318179885726, 72352000000, 
1.9416968109885862, 0.05760489021005899, 0.3870056361664157, 72556000000, 
1.9563183668903732, 0.05781993102764208, 0.3891325043640694, 72760000000, 
1.9655744778278128, 0.07959222279742217, 0.39090597704711816, 72964000000, 
1.9696844000051539, 0.044553443715935614, 0.39277181631488933, 73168000000, 
1.9818600756633962, 0.05428532611861122, 0.39447459689975756, 73338000000, 
1.9836024109833947, 0.04639336992746953, 0.3956764591101296, 73542000000, 
1.9841352437259885, 0.007583893541974381, 0.39663984869151864, 73746000000, 
1.9800577025253792, -0.011815694860051925, 0.39651969048231744, 73950000000, 
1.9800577025253792, -0.013591804002031083, 0.3962833765851164, 73950000000, 
1.970869654832264, -0.030626825643717364, 0.3953990039922015, 74154000000, 
1.970869654832264, -0.030626825643717364, 0.39478646747932716, 74154000000, 
1.961467237439921, -0.03134139130781014, 0.39354710314029656, 74358000000, 
1.961467237439921, -0.03134139130781014, 0.39292027531414037, 74358000000, 
1.9518874615824584, -0.03193258619154168, 0.39165479576415335, 74562000000, 
1.9518874615824584, -0.03193258619154168, 0.39101614404032253, 74562000000, 
1.9404989654958114, -0.03796165362215683, 0.3896182592440486, 74766000000, 
1.9404989654958114, -0.03796165362215683, 0.3888590261716054, 74766000000, 
1.9404989654958114, 0.0, 0.38809979309916226, 74766000000, 
1.9249765658286244, -0.05174133222395646, 0.38706496645468313, 74970000000, 
1.9014118804720495, -0.13029028341253968, 0.3844591607864324, 75140000000, 
1.9014118804720495, -0.07854895118858322, 0.3818533551181815, 75140000000, 
1.8880317505238773, -0.0446004331605739, 0.3793903674311984, 75344000000, 
1.8880317505238773, -0.0446004331605739, 0.378498358767987, 75344000000, 
1.8658175048818482, -0.07404748547343039, 0.3761254003953069, 75548000000, 
1.8658175048818482, -0.07404748547343039, 0.37464445068583824, 75548000000, 
1.8392225357880874, -0.08864989697920267, 0.37139050303678556, 75752000000, 
1.8392225357880874, -0.08864989697920267, 0.3696175050972015, 75752000000, 
1.8148190604220664, -0.08134491788673648, 0.36621760879988274, 75956000000, 
1.8148190604220664, -0.08134491788673648, 0.36459071044214797, 75956000000, 
1.7914296703585515, -0.07796463354504975, 0.3614045194135123, 76160000000, 
1.7914296703585515, -0.07796463354504975, 0.3598452267426113, 76160000000, 
1.7678747147821292, -0.07851651858807429, 0.3567156036999488, 76364000000, 
1.7678747147821292, -0.07851651858807429, 0.3551452733281873, 76364000000, 
1.7678747147821292, 0.0, 0.35357494295642583, 76364000000, 
1.7372268127267139, -0.10215967351805115, 0.3515317494860648, 76568000000, 
1.7061530399505394, -0.2057389161052995, 0.34741697116395887, 76738000000, 
1.7061530399505394, -0.10357924258724838, 0.34330219284185287, 76738000000, 
